工作表,行号,A_值,A_公式,B_值,B_公式,C_值,C_公式,D_值,D_公式,E_值,E_公式,F_值,F_公式,G_值,G_公式,H_值,H_公式,I_值,I_公式,J_值,J_公式,K_值,K_公式,L_值,L_公式,M_值,M_公式,N_值,N_公式,O_值,O_公式,P_值,P_公式,Q_值,Q_公式,R_值,R_公式,S_值,S_公式,T_值,T_公式,U_值,U_公式,V_值,V_公式,W_值,W_公式,X_值,X_公式,Y_值,Y_公式,Z_值,Z_公式,AA_值,AA_公式,AB_值,AB_公式,AC_值,AC_公式,AD_值,AD_公式,AE_值,AE_公式
包装物流费用,25,单套成本,,,,,,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49ebf1a0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49ebf1a0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49ebf1d0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49ebf1d0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49ebf140>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49ebf140>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49ebf170>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49ebf170>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49ebf0e0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49ebf0e0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49ebf110>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49ebf110>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49ebf080>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49ebf080>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49ebf0b0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49ebf0b0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,27,,,,,,,,,,,,,,,第六页,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
包装物流费用,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,1,='项目评估汇总（昆山90%）'!A1,='项目评估汇总（昆山90%）'!A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,2,序号,,零件号,,零件号SAP号,,零件名称,,数量,,单位,,材料成本（元）,,VAVE后材料成本,,线束铜重（KG）,,线束铝重（KG）,,"导线成本
（元）",,开线工时（H）,,公共制成工时（H）,,后工程工时（H）,,JPH,,回路数,,前工程直接人力（双班）,,前工程间接人力（双班）,,后工程直接人力（双班）,,后工程间接人力（双班）,,项目前工程占用面积（㎡）,,项目后工程占用面积（㎡）,,占地面积/㎡,,,,,,,,,,,,,,,,,
配置明细,3,1,,6608491523,,,,直流母线总成,,"=IFERROR(VLOOKUP(B3,配置清单!$B$6:$Q$16,16,0),0)","=IFERROR(VLOOKUP(B3,配置清单!$B$6:$Q$16,16,0),0)",PC,,"=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B3)","=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B3)","=SUMIFS(#REF!,#REF!,B3)+G3","=SUMIFS(#REF!,#REF!,B3)+G3","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B3)","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B3)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B3)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B3)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B3)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B3)",,,0.236596919607843,,0.137432146078431,,26,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,4,2,,6608491524,,,,直流母线总成,,"=IFERROR(VLOOKUP(B4,配置清单!$B$6:$Q$16,16,0),0)","=IFERROR(VLOOKUP(B4,配置清单!$B$6:$Q$16,16,0),0)",PC,,"=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B4)","=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B4)","=SUMIFS(#REF!,#REF!,B4)+G4","=SUMIFS(#REF!,#REF!,B4)+G4","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B4)","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B4)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B4)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B4)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B4)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B4)",,,0.236596919607843,,0.136765479411765,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,5,3,,6608442962,,,,直流母线总成,,"=IFERROR(VLOOKUP(B5,配置清单!$B$6:$Q$16,16,0),0)","=IFERROR(VLOOKUP(B5,配置清单!$B$6:$Q$16,16,0),0)",PC,,"=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B5)","=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B5)","=SUMIFS(#REF!,#REF!,B5)+G5","=SUMIFS(#REF!,#REF!,B5)+G5","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B5)","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B5)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B5)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B5)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B5)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B5)",,,0.250208947385621,,0.14279838496732,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,6,4,,6608544875,,,,前驱直流母线总成,,"=IFERROR(VLOOKUP(B6,配置清单!$B$6:$Q$16,16,0),0)","=IFERROR(VLOOKUP(B6,配置清单!$B$6:$Q$16,16,0),0)",PC,,"=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B6)","=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B6)","=SUMIFS(#REF!,#REF!,B6)+G6","=SUMIFS(#REF!,#REF!,B6)+G6","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B6)","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B6)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B6)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B6)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B6)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B6)",,,0.254106038071895,,0.147942401633987,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,7,5,,6608442964,,,,电动压缩机线束总成,,"=IFERROR(VLOOKUP(B7,配置清单!$B$6:$Q$16,16,0),0)","=IFERROR(VLOOKUP(B7,配置清单!$B$6:$Q$16,16,0),0)",PC,,"=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B7)","=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B7)","=SUMIFS(#REF!,#REF!,B7)+G7","=SUMIFS(#REF!,#REF!,B7)+G7","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B7)","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B7)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B7)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B7)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B7)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B7)",,,0.140286274509804,,0.106822625816993,,29,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,8,6,,6608519100,,,,电动压缩机线束总成,,"=IFERROR(VLOOKUP(B8,配置清单!$B$6:$Q$16,16,0),0)","=IFERROR(VLOOKUP(B8,配置清单!$B$6:$Q$16,16,0),0)",PC,,"=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B8)","=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B8)","=SUMIFS(#REF!,#REF!,B8)+G8","=SUMIFS(#REF!,#REF!,B8)+G8","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B8)","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B8)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B8)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B8)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B8)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B8)",,,0.144339052287582,,0.110730531372549,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,9,7,,6608442963,,,,电动压缩机线束总成,,"=IFERROR(VLOOKUP(B9,配置清单!$B$6:$Q$16,16,0),0)","=IFERROR(VLOOKUP(B9,配置清单!$B$6:$Q$16,16,0),0)",PC,,"=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B9)","=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B9)","=SUMIFS(#REF!,#REF!,B9)+G9","=SUMIFS(#REF!,#REF!,B9)+G9","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B9)","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B9)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B9)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B9)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B9)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B9)",,,0.367048529411765,,0.157781895751634,,26,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,10,8,,6608516992,,,,电动压缩机线束总成,,"=IFERROR(VLOOKUP(B10,配置清单!$B$6:$Q$16,16,0),0)","=IFERROR(VLOOKUP(B10,配置清单!$B$6:$Q$16,16,0),0)",PC,,"=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B10)","=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B10)","=SUMIFS(#REF!,#REF!,B10)+G10","=SUMIFS(#REF!,#REF!,B10)+G10","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B10)","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B10)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B10)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B10)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B10)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B10)",,,0.367048529411765,,0.157568006862745,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,11,9,,6608442966,,,,组合式充电插座线束总成,,"=IFERROR(VLOOKUP(B11,配置清单!$B$6:$Q$16,16,0),0)","=IFERROR(VLOOKUP(B11,配置清单!$B$6:$Q$16,16,0),0)",PC,,"=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B11)","=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B11)","=SUMIFS(#REF!,#REF!,B11)+G11","=SUMIFS(#REF!,#REF!,B11)+G11","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B11)","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B11)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B11)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B11)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B11)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B11)",,,0.662618457679739,,0.388884354411765,,26,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,12,10,,6608442965,,,,组合式充电插座线束总成,,"=IFERROR(VLOOKUP(B12,配置清单!$B$6:$Q$16,16,0),0)","=IFERROR(VLOOKUP(B12,配置清单!$B$6:$Q$16,16,0),0)",PC,,"=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B12)","=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B12)","=SUMIFS(#REF!,#REF!,B12)+G12","=SUMIFS(#REF!,#REF!,B12)+G12","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B12)","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B12)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B12)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B12)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B12)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B12)",,,0.662618457679739,,0.387328798856209,,6,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,13,11,,6608507680,,,,组合式充电插座线束总成,,"=IFERROR(VLOOKUP(B13,配置清单!$B$6:$Q$16,16,0),0)","=IFERROR(VLOOKUP(B13,配置清单!$B$6:$Q$16,16,0),0)",PC,,"=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B13)","=SUMIFS(KSK线束BOM明细!S:S,KSK线束BOM明细!A:A,B13)","=SUMIFS(#REF!,#REF!,B13)+G13","=SUMIFS(#REF!,#REF!,B13)+G13","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B13)","=SUMIFS(KSK线束BOM明细!U:U,KSK线束BOM明细!A:A,B13)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B13)","=SUMIFS(KSK线束BOM明细!T:T,KSK线束BOM明细!A:A,B13)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B13)","=SUMIFS(KSK线束BOM明细!V:V,KSK线束BOM明细!A:A,B13)",,,0.682147315522876,,0.391284354411765,,4,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,24,,,合计,,,,,,,,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e7b740>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e7b740>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e86390>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e86390>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e84e30>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e84e30>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e85fd0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e85fd0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e862d0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e862d0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e85d90>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e85d90>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e86900>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e86900>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e86ba0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e86ba0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e867e0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e867e0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e86c30>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49e86c30>,"=SUMPRODUCT(Q3:Q23,$E$3:$E$23)","=SUMPRODUCT(Q3:Q23,$E$3:$E$23)","=SUMPRODUCT(R3:R23,$E$3:$E$23)","=SUMPRODUCT(R3:R23,$E$3:$E$23)","=SUMPRODUCT(S3:S23,$E$3:$E$23)","=SUMPRODUCT(S3:S23,$E$3:$E$23)","=SUMPRODUCT(T3:T23,$E$3:$E$23)","=SUMPRODUCT(T3:T23,$E$3:$E$23)","=SUMPRODUCT(U3:U23,$E$3:$E$23)","=SUMPRODUCT(U3:U23,$E$3:$E$23)","=SUMPRODUCT(V3:V23,$E$3:$E$23)","=SUMPRODUCT(V3:V23,$E$3:$E$23)","=SUMPRODUCT(W3:W23,$E$3:$E$23)","=SUMPRODUCT(W3:W23,$E$3:$E$23)",,,,,,,,,,,,,,,,
配置明细,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,26,,,,,,,,,,,,,铜价,,,,69.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,27,,,,,,,,,,,,,材料中铜成本,,,,=I24*I26,=I24*I26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,28,,,,,,,,,,,,,材料中铝成本,,,,=J24*18.21,=J24*18.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置明细,29,,,,,,,,,,,,,,,,,,,,,,,第七页,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSK线束BOM明细,1,线束零件号,,零件名称,,零件号,,物料名称/零件名称,,是否半成品,,物料型号/SAP,,回路,,数量,,单位,,供应商,,其他备注,,总成号,,责任人,,非导线,,铝重,,铜重,,非铜,,导线,,材料成本,,铝重,,铜重,,导线成本,,币种,,价格类型,,备注,,,,,,,,,,,,,
KSK线束BOM明细,2,6608491523,,直流母线总成,,HVPC2P1600FV550-NH-P010,,连接器总成,,N,,/,,,,1,,SET,,安费诺,,客户指定,,HVPC2P1600FV550-NH-P010,,"=IFERROR(VLOOKUP($C2,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C2,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C2,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C2,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C2,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C2,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C2,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C2,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C2,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C2,二次物料明细!$A:$O,12,0),0)",=O2/1000*18.91+P2/1000*76.45+Q2/1000,=O2/1000*18.91+P2/1000*76.45+Q2/1000,=(N2+R2)*H2,=(N2+R2)*H2,=O2/1000*H2,=O2/1000*H2,=P2*H2,=P2*H2,=R2*H2,=R2*H2,"=IFERROR(VLOOKUP($C2,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C2,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C2,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C2,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C2,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C2,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,3,6608491523,,直流母线总成,,IPT2PFS050-S02P010,,IPT连接器总成（带焊接端子）,,N,,/,,,,1,,SET,,安费诺,,客户指定,,IPT2PFS050-S02P010,,"=IFERROR(VLOOKUP($C3,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C3,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C3,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C3,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C3,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C3,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C3,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C3,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C3,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C3,二次物料明细!$A:$O,12,0),0)",=O3/1000*18.91+P3/1000*76.45+Q3/1000,=O3/1000*18.91+P3/1000*76.45+Q3/1000,=(N3+R3)*H3,=(N3+R3)*H3,=O3/1000*H3,=O3/1000*H3,=P3*H3,=P3*H3,=R3*H3,=R3*H3,"=IFERROR(VLOOKUP($C3,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C3,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C3,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C3,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C3,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C3,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,4,6608491523,,直流母线总成,,HS-125(2X)N20-30,,不带胶-热缩管,,N,,A04030275,,,,2,,PCS,,深圳宏商/长春海达,,★,,,,"=IFERROR(VLOOKUP($C4,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C4,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C4,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C4,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C4,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C4,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C4,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C4,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C4,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C4,二次物料明细!$A:$O,12,0),0)",=O4/1000*18.91+P4/1000*76.45+Q4/1000,=O4/1000*18.91+P4/1000*76.45+Q4/1000,=(N4+R4)*H4,=(N4+R4)*H4,=O4/1000*H4,=O4/1000*H4,=P4*H4,=P4*H4,=R4*H4,=R4*H4,"=IFERROR(VLOOKUP($C4,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C4,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C4,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C4,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C4,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C4,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
